Journal Title,JIF,JIF5Years
TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,1.5,1.5
TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,3.3,4
TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,1.7,1.6
TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,1.2,1.5
TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,0.7,0.7
TRANSACTIONS OF THE KOREAN SOCIETY OF MECHANICAL ENGINEERS A,0.2,0.2
TRANSACTIONS OF THE KOREAN SOCIETY OF MECHANICAL ENGINEERS B,0.2,0.1
TRANSACTIONS OF THE LONDON MATHEMATICAL SOCIETY,1.1,1
TRANSACTIONS OF THE PHILOLOGICAL SOCIETY,0.3,0.4
TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,0.8,0.7
TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,1.9,1.9
TRANSACTIONS OF TIANJIN UNIVERSITY,6.7,N/A
TRANSACTIONS ON COMBINATORICS,0.6,0.4
TRANSACTIONS ON DATA PRIVACY,0.9,1.6
TRANSACTIONS ON ELECTRICAL AND ELECTRONIC MATERIALS,1.6,1.6
TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES,2.5,2.6
TRANSACTIONS ON MARITIME SCIENCE-TOMS,0.8,0.7
TRANSBOUNDARY AND EMERGING DISEASES,3.5,3.7
TRANSCRIPTION-AUSTIN,3.6,3.5
TRANSCULTURAL PSYCHIATRY,2.5,2.7
TRANSCULTURAL STUDIES,<0.1,0.1
TRANSFER-EUROPEAN REVIEW OF LABOUR AND RESEARCH,2.9,2.4
TRANSFERS-INTERDISCIPLINARY JOURNAL OF MOBILITY STUDIES,0.4,0.6
TRANS-FORM-ACAO,0.1,0.1
TRANSFORMATION GROUPS,0.4,0.5
TRANSFORMATION-AN INTERNATIONAL JOURNAL OF HOLISTIC MISSION STUDIES,0.1,0.3
TRANSFORMATION-CRITICAL PERSPECTIVES ON SOUTHERN AFRICA,0.3,0.6
TRANSFORMATIONS IN BUSINESS and ECONOMICS,1.8,1.2
TRANSFORMING ANTHROPOLOGY,1.6,2.3
TRANSFORMING GOVERNMENT- PEOPLE PROCESS AND POLICY,2.4,2.5
TRANSFUSION,2.5,2.6
TRANSFUSION AND APHERESIS SCIENCE,1.4,1.4
TRANSFUSION CLINIQUE ET BIOLOGIQUE,1.4,1.4
TRANSFUSION MEDICINE,1.5,1.7
TRANSFUSION MEDICINE AND HEMOTHERAPY,1.9,2.7
TRANSFUSION MEDICINE REVIEWS,2.7,4.4
TRANSFUSIONSMEDIZIN,0.1,0.1
TRANSGENDER HEALTH,2.1,N/A
TRANSGENIC RESEARCH,2.7,2.4
TRANSINFORMACAO,0.5,0.7
TRANSITION,0.5,0.4
TRANSITION METAL CHEMISTRY,1.6,1.2
TRANSLATION and INTERPRETING-THE INTERNATIONAL JOURNAL OF TRANSLATION AND INTERPRETING,1.2,1.5
TRANSLATION AND INTERPRETING STUDIES,1,1.1
TRANSLATION AND LITERATURE,0.5,0.4
TRANSLATION AND TRANSLANGUAGING IN MULTILINGUAL CONTEXTS,1,N/A
TRANSLATION REVIEW,0.2,0.3
TRANSLATION SPACES,1,2.3
TRANSLATION STUDIES,2.2,1.9
TRANSLATIONAL AND CLINICAL PHARMACOLOGY,1.1,N/A
TRANSLATIONAL ANDROLOGY AND UROLOGY,1.9,2.3
TRANSLATIONAL ANIMAL SCIENCE,1.3,1.5
TRANSLATIONAL BEHAVIORAL MEDICINE,3.6,3.6
TRANSLATIONAL CANCER RESEARCH,1.5,1.4
TRANSLATIONAL GASTROENTEROLOGY AND HEPATOLOGY,3.8,3.5
TRANSLATIONAL ISSUES IN PSYCHOLOGICAL SCIENCE,1.9,N/A
TRANSLATIONAL JOURNAL OF THE AMERICAN COLLEGE OF SPORTS MEDICINE,1.1,N/A
TRANSLATIONAL LUNG CANCER RESEARCH,4,4.3
TRANSLATIONAL MEDICINE AT UNISA,1.1,1.1
TRANSLATIONAL NEURODEGENERATION,10.8,11.6
TRANSLATIONAL NEUROSCIENCE,1.8,1.7
TRANSLATIONAL ONCOLOGY,4.5,4.2
TRANSLATIONAL PEDIATRICS,1.5,2.2
TRANSLATIONAL PSYCHIATRY,5.8,6.3
TRANSLATIONAL RESEARCH,6.4,7.2
TRANSLATIONAL SPORTS MEDICINE,1.2,1.2
TRANSLATIONAL STROKE RESEARCH,3.8,5.1
TRANSLATIONAL VISION SCIENCE and TECHNOLOGY,2.6,3
TRANSLATOR,0.7,1.4
TRANSNATIONAL CORPORATIONS REVIEW,1.6,2
TRANSNATIONAL ENVIRONMENTAL LAW,2.6,3.7
TRANSNATIONAL SCREENS,0.5,0.6
TRANSNAV-INTERNATIONAL JOURNAL ON MARINE NAVIGATION AND SAFETY OF SEA TRANSPORTATION,0.7,0.8
TRANSPLANT IMMUNOLOGY,1.6,1.5
TRANSPLANT INFECTIOUS DISEASE,2.6,2.1
TRANSPLANT INTERNATIONAL,2.7,3
TRANSPLANT RESEARCH AND RISK MANAGEMENT,0.1,0.5
TRANSPLANTATION,5.3,4.7
TRANSPLANTATION AND CELLULAR THERAPY,3.6,3.6
TRANSPLANTATION DIRECT,1.9,1.9
TRANSPLANTATION PROCEEDINGS,0.8,0.8
TRANSPLANTATION REVIEWS,3.6,3.4
TRANSPORT,1.3,1.4
TRANSPORT AND TELECOMMUNICATION JOURNAL,1.1,1.1
TRANSPORT IN POROUS MEDIA,2.7,2.8
TRANSPORT POLICY,6.3,5.9
TRANSPORT PROBLEMS,0.5,0.5
TRANSPORT REVIEWS,9.5,11.5
TRANSPORTATION,3.5,4.3
TRANSPORTATION GEOTECHNICS,4.9,5.1
TRANSPORTATION IN DEVELOPING ECONOMIES,1.5,1.3
TRANSPORTATION INFRASTRUCTURE GEOTECHNOLOGY,2.6,N/A
TRANSPORTATION JOURNAL,1.1,1.2
TRANSPORTATION LETTERS-THE INTERNATIONAL JOURNAL OF TRANSPORTATION RESEARCH,3.3,3.1
TRANSPORTATION PLANNING AND TECHNOLOGY,1.3,1.6
TRANSPORTATION RESEARCH INTERDISCIPLINARY PERSPECTIVES,3.9,N/A
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,6.3,6.9
TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,5.8,7.2
TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,7.6,9.6
TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,7.3,7.8
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,8.3,9.2
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,3.5,4.1
TRANSPORTATION RESEARCH RECORD,1.6,1.9
TRANSPORTATION SAFETY AND ENVIRONMENT,2.7,3.3
TRANSPORTATION SCIENCE,4.4,5.5
TRANSPORTMETRICA A-TRANSPORT SCIENCE,3.6,3.8
TRANSPORTMETRICA B-TRANSPORT DYNAMICS,3.3,3.3
TRANS-REVISTA DE TRADUCTOLOGIA,0.1,0.2
TRANS-REVISTA TRANSCULTURAL DE MUSICA,<0.1,0.1
TRANS-REVUE DE LITTERATURE GENERALE ET COMPAREE,0.1,<0.1
TRANS-TRANS-REGIONAL AND -NATIONAL STUDIES OF SOUTHEAST ASIA,0.9,1.6
TRANSYLVANIAN REVIEW,0.1,0.1
TRANSYLVANIAN REVIEW OF ADMINISTRATIVE SCIENCES,1,1
TRASHUMANTE-REVISTA AMERICANA DE HISTORIA SOCIAL,0.2,0.2
TRAUMA MONTHLY,0.2,0.3
TRAUMA SURGERY and ACUTE CARE OPEN,2.1,2.4
TRAUMA VIOLENCE and ABUSE,5.4,7
TRAUMA-ENGLAND,0.6,0.6
TRAUMATOLOGY,2.3,N/A
TRAVAIL GENRE ET SOCIETES,0.4,0.3
TRAVAIL HUMAIN,0.5,0.8
TRAVEL BEHAVIOUR AND SOCIETY,5.1,5.5
TRAVEL MEDICINE AND INFECTIOUS DISEASE,6.3,5.9
TRAVMATOLOGIYA I ORTOPEDIYA ROSSII,0.3,0.3
TREBALLS DE SOCIOLINGUISTICA CATALANA,0.1,0.2
TREE GENETICS and GENOMES,1.9,2.2
TREE PHYSIOLOGY,3.5,4.1
TREE-RING RESEARCH,1.1,1.3
TREES FORESTS AND PEOPLE,2.7,2.7
TREES-STRUCTURE AND FUNCTION,2.1,2.3
TREMOR AND OTHER HYPERKINETIC MOVEMENTS,2.5,2
TRENDS AND ISSUES IN CRIME AND CRIMINAL JUSTICE,2,1.9
TRENDS IN ANAESTHESIA AND CRITICAL CARE,1.4,0.9
TRENDS IN BIOCHEMICAL SCIENCES,11.6,12.5
TRENDS IN BIOTECHNOLOGY,14.3,16.8
TRENDS IN CANCER,14.3,17.1
TRENDS IN CARDIOVASCULAR MEDICINE,7.3,7.3
TRENDS IN CELL BIOLOGY,13,19.5
TRENDS IN CHEMISTRY,14,17.7
TRENDS IN CLASSICS,0.2,0.2
TRENDS IN COGNITIVE SCIENCES,16.7,21.8
TRENDS IN ECOLOGY and EVOLUTION,16.7,18.2
TRENDS IN ENDOCRINOLOGY AND METABOLISM,11.4,12.3
TRENDS IN ENVIRONMENTAL ANALYTICAL CHEMISTRY,11.1,11
TRENDS IN FOOD SCIENCE and TECHNOLOGY,15.1,16.4
TRENDS IN GENETICS,13.6,11.9
TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,0.2,0.4
TRENDS IN HEARING,2.6,3.3
TRENDS IN IMMUNOLOGY,13.1,16
TRENDS IN MICROBIOLOGY,14,17
TRENDS IN MOLECULAR MEDICINE,12.8,13.7
TRENDS IN NEUROSCIENCE AND EDUCATION,3.4,3.4
TRENDS IN NEUROSCIENCES,14.6,15
TRENDS IN ORGANIZED CRIME,2,2.3
TRENDS IN PARASITOLOGY,7,8.1
TRENDS IN PHARMACOLOGICAL SCIENCES,13.9,14.3
TRENDS IN PLANT SCIENCE,17.3,20.1
TRENDS IN PSYCHIATRY AND PSYCHOTHERAPY,2.1,2.3
TRENDS IN UROLOGY and MENS HEALTH,0.4,0.4
TRIALS,2,2.1
TRIA-TERRITORIO DELLA RICERCA SU INSEDIAMENTI E AMBIENTE,<0.1,<0.1
TRIBOLOGY INTERNATIONAL,6.1,5.7
TRIBOLOGY LETTERS,2.9,3
TRIBOLOGY ONLINE,0.9,1.2
TRIBOLOGY TRANSACTIONS,2,2.5
TRIBOLOGY-MATERIALS SURFACES and INTERFACES,1.6,1.8
TRIMESTRE ECONOMICO,0.4,0.5
TRIPLE HELIX,2.3,2.2
TRIPLEC-COMMUNICATION CAPITALISM and CRITIQUE,0.8,1.4
TRIPODOS,0.5,0.8
TROPICAL AGRICULTURE,0.2,0.2
TROPICAL ANIMAL HEALTH AND PRODUCTION,1.7,1.7
TROPICAL ANIMAL SCIENCE JOURNAL,0.9,1.1
TROPICAL BIOMEDICINE,0.8,0.9
TROPICAL CONSERVATION SCIENCE,1.7,2.1
TROPICAL CYCLONE RESEARCH AND REVIEW,2.4,3.1
TROPICAL DISEASES TRAVEL MEDICINE AND VACCINES,2.4,2.5
TROPICAL DOCTOR,0.5,0.6
TROPICAL ECOLOGY,1.1,1.5
TROPICAL GRASSLANDS-FORRAJES TROPICALES,0.9,0.8
TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH,0.6,0.6
TROPICAL LIFE SCIENCES RESEARCH,1.1,1.3
TROPICAL MEDICINE and INTERNATIONAL HEALTH,2.6,2.8
TROPICAL MEDICINE AND HEALTH,3.6,3.4
TROPICAL MEDICINE AND INFECTIOUS DISEASE,2.8,3
TROPICAL PLANT BIOLOGY,1.8,1.7
TROPICAL PLANT PATHOLOGY,1.5,1.9
TROPICAL ZOOLOGY,0.7,1.1
TROPICS,1,0.9
TRUDY INSTITUTA MATEMATIKI I MEKHANIKI URO RAN,0.4,0.3
TRUMPETER-JOURNAL OF ECOSOPHY,<0.1,0.1
TRUSTS and TRUSTEES,0.2,0.2
TSINGHUA CHINA LAW REVIEW,<0.1,0.1
TSINGHUA SCIENCE AND TECHNOLOGY,5.2,3.7
TSQ-TRANSGENDER STUDIES QUARTERLY,1.8,2.2
TSUKUBA JOURNAL OF MATHEMATICS,0.3,0.4
TUBERCULOSIS,2.8,2.6
TUBERCULOSIS AND RESPIRATORY DISEASES,2.5,2.5
TUBERKULOZ VE TORAKS-TUBERCULOSIS AND THORAX,0.7,0.7
TUEXENIA,1.1,1.3
TULSA STUDIES IN WOMENS LITERATURE,0.6,0.3
TUMORI JOURNAL,2,1.8
TUMOUR VIRUS RESEARCH,4.7,4.7
TUNA-AJALOOKULTUURI AJAKIRI,0.1,0.1
TUNGSTEN,5.6,5.5
TUNING JOURNAL FOR HIGHER EDUCATION,0.9,0.8
TUNISIAN JOURNAL OF MATHEMATICS,0.8,0.8
TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,6.7,7.4
TURCZANINOWIA,0.4,0.5
TURK DERMATOLOJI DERGISI-TURKISH JOURNAL OF DERMATOLOGY,0.1,0.3
TURK DILI VE EDEBIYATI DERGISI-JOURNAL OF TURKISH LANGUAGE AND LITERATURE,<0.1,N/A
TURK GOGUS KALP DAMAR CERRAHISI DERGISI-TURKISH JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,0.5,0.6
TURK KARDIYOLOJI DERNEGI ARSIVI-ARCHIVES OF THE TURKISH SOCIETY OF CARDIOLOGY,0.9,0.8
TURK OFTALMOLOJI DERGISI-TURKISH JOURNAL OF OPHTHALMOLOGY,1.1,1.2
TURK ONKOLOJI DERGISI-TURKISH JOURNAL OF ONCOLOGY,0.3,0.2
TURK OSTEOPOROZ DERGISI-TURKISH JOURNAL OF OSTEOPOROSIS,0.2,0.2
TURK PSIKIYATRI DERGISI,0.9,1.6
TURK PSIKOLOJI DERGISI,0.2,0.4
TURKDERM-TURKISH ARCHIVES OF DERMATOLOGY AND VENEROLOGY,0.1,0.2
TURKIC LANGUAGES,0.4,0.3
TURKISH ARCHIVES OF OTORHINOLARYNGOLOGY,0.7,1.3
TURKISH ARCHIVES OF PEDIATRICS,1.3,1.3
TURKISH HISTORICAL REVIEW,0.2,0.3
TURKISH JOURNAL OF AGRICULTURE AND FORESTRY,3,2.4
TURKISH JOURNAL OF ANAESTHESIOLOGY AND REANIMATION,0.6,0.9
TURKISH JOURNAL OF BIOCHEMISTRY-TURK BIYOKIMYA DERGISI,0.6,0.7
TURKISH JOURNAL OF BIOLOGY,1.1,1.5
TURKISH JOURNAL OF BOTANY,1.5,1.5
TURKISH JOURNAL OF BUSINESS ETHICS,0.2,0.2
TURKISH JOURNAL OF CHEMISTRY,1.3,1.2
TURKISH JOURNAL OF EARTH SCIENCES,1.3,1.3
TURKISH JOURNAL OF EDUCATION,0.9,0.8
TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,1.2,0.9
TURKISH JOURNAL OF EMERGENCY MEDICINE,1.1,4.8
TURKISH JOURNAL OF ENDOCRINOLOGY AND METABOLISM,0.2,0.2
TURKISH JOURNAL OF FIELD CROPS,1,1.4
TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,1.5,1.4
TURKISH JOURNAL OF GASTROENTEROLOGY,1.4,1.8
TURKISH JOURNAL OF GERIATRICS-TURK GERIATRI DERGISI,0.4,0.4
TURKISH JOURNAL OF HEMATOLOGY,1.5,1.8
TURKISH JOURNAL OF HISTORY-TARIH DERGISI,<0.1,0.1
TURKISH JOURNAL OF IMMUNOLOGY,0.2,0.3
TURKISH JOURNAL OF INTENSIVE CARE-TURK YOGUN BAKIM DERGISI,0.2,0.2
TURKISH JOURNAL OF ISLAMIC ECONOMICS-TUJISE,0.4,0.3
TURKISH JOURNAL OF MATHEMATICS,0.8,0.9
TURKISH JOURNAL OF MEDICAL SCIENCES,1.2,1.6
TURKISH JOURNAL OF NEPHROLOGY,0.2,0.2
TURKISH JOURNAL OF NEUROLOGY,0.4,0.4
TURKISH JOURNAL OF OBSTETRICS AND GYNECOLOGY,1,1.2
TURKISH JOURNAL OF ORTHODONTICS,0.8,1.3
TURKISH JOURNAL OF PATHOLOGY,1.1,0.9
TURKISH JOURNAL OF PEDIATRICS,0.8,0.9
TURKISH JOURNAL OF PHARMACEUTICAL SCIENCES,1.8,1.9
TURKISH JOURNAL OF PHYSICAL MEDICINE AND REHABILITATION,1.1,1.4
TURKISH JOURNAL OF PHYSICS,1.4,0.9
TURKISH JOURNAL OF PHYSIOTHERAPY REHABILITATION-TURK FIZYOTERAPI VE REHABILITASYON DERGISI,1.4,0.9
TURKISH JOURNAL OF PLASTIC SURGERY,0.1,0.3
TURKISH JOURNAL OF SURGERY,0.5,0.7
TURKISH JOURNAL OF UROLOGY,1,1.2
TURKISH JOURNAL OF VETERINARY and ANIMAL SCIENCES,0.5,0.7
TURKISH JOURNAL OF ZOOLOGY,1.3,1
TURKISH LIBRARIANSHIP,<0.1,0.1
TURKISH NEUROSURGERY,0.9,0.9
TURKISH ONLINE JOURNAL OF DISTANCE EDUCATION,1.9,1.8
TURKISH POLICY QUARTERLY,0.1,0.1
TURKISH STUDIES,1.2,1.4
TURKISH THORACIC JOURNAL,0.8,0.9
TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY,0.9,1
TURKIYE ILETISIM ARASTIRMALARI DERGISI-TURKISH REVIEW OF COMMUNICATION STUDIES,0.2,0.2
TURKIYE JEOLOJI BULTENI-GEOLOGICAL BULLETIN OF TURKEY,0.4,0.6
TUSCULUM-CASOPIS ZA SOLINSKE TEME,<0.1,<0.1
TWENTIETH CENTURY BRITISH HISTORY,1.1,1
TWENTIETH CENTURY LITERATURE,0.1,0.2
TWENTIETH-CENTURY CHINA,0.5,0.6
TWENTIETH-CENTURY MUSIC,0.5,0.6
TWIN RESEARCH AND HUMAN GENETICS,1,1.8
TWMS JOURNAL OF APPLIED AND ENGINEERING MATHEMATICS,0.3,0.4
TWMS JOURNAL OF PURE AND APPLIED MATHEMATICS,3.6,2.1
TYDSKRIF VIR DIE SUID-AFRIKAANSE REG,0.2,0.2
TYDSKRIF VIR GEESTESWETENSKAPPE,0.2,0.2
TYDSKRIF VIR LETTERKUNDE,0.4,0.3
TYNDALE BULLETIN,0.4,0.2
TZINTZUN-REVISTA DE ESTUDIOS HISTORICOS,0.1,0.1
TZU CHI MEDICAL JOURNAL,1.4,1.6
UCHENYE ZAPISKI KAZANSKOGO UNIVERSITETA-SERIYA ESTESTVENNYE NAUKI,0.4,0.3
UCHENYE ZAPISKI KAZANSKOGO UNIVERSITETA-SERIYA FIZIKO-MATEMATICHESKIE NAUKI,0.1,0.2
UCJC BUSINESS AND SOCIETY REVIEW,0.5,0.3
UCLA LAW REVIEW,2.3,2.2
UFA MATHEMATICAL JOURNAL,0.5,0.4
UHOD-ULUSLARARASI HEMATOLOJI-ONKOLOJI DERGISI,0.3,0.3
UIS INGENIERIAS,0.3,0.3
UKRAINIAN FOOD JOURNAL,0.7,0.7
UKRAINIAN JOURNAL OF PHYSICAL OPTICS,N/A,N/A
UKRAINIAN JOURNAL OF PHYSICS,0.6,0.5
UKRAINIAN MATHEMATICAL JOURNAL,0.5,0.5
UKRAINIAN METROLOGICAL JOURNAL,0.1,0.1
UKRAINSKYI ISTORYCHNYI ZHURNAL,0.3,0.2
ULTRAMICROSCOPY,2.1,2.3
ULTRASCHALL IN DER MEDIZIN,3.1,4.2
ULTRASONIC IMAGING,2.5,2.3
ULTRASONICS,3.8,3.7
ULTRASONICS SONOCHEMISTRY,8.7,7.9
ULTRASONOGRAPHY,2.4,2.7
ULTRASOUND,0.8,1.1
ULTRASOUND IN MEDICINE AND BIOLOGY,2.4,2.9
ULTRASOUND IN OBSTETRICS and GYNECOLOGY,6.1,6.4
ULTRASOUND INTERNATIONAL OPEN,1.3,2.7
ULTRASOUND JOURNAL,3.6,3.6
ULTRASOUND QUARTERLY,0.7,1.1
ULTRASTRUCTURAL PATHOLOGY,1.1,1.2
ULUSAL TRAVMA VE ACIL CERRAHI DERGISI-TURKISH JOURNAL OF TRAUMA and EMERGENCY SURGERY,0.8,0.9
ULUSLARARASI ILISKILER-INTERNATIONAL RELATIONS,0.8,0.9
UMENI-ART,<0.1,<0.1
UNDERGROUND SPACE,8.2,6.8
UNDERSEA AND HYPERBARIC MEDICINE,0.7,0.8
UNFALLCHIRURGIE,0.6,0.7
UNICIENCIA,0.6,0.6
UNIFORM LAW REVIEW,0.2,0.5
UNI-PLURIVERSIDAD,0.3,0.7
UNITED EUROPEAN GASTROENTEROLOGY JOURNAL,5.8,5.1
UNIVERSA MEDICINA,0.2,0.2
UNIVERSAL ACCESS IN THE INFORMATION SOCIETY,2.1,2.8
UNIVERSE,2.5,2.3
UNIVERSITAS MEDICA,0.1,0.2
UNIVERSITAS PSYCHOLOGICA,0.3,0.6
UNIVERSITAS-MONTHLY REVIEW OF PHILOSOPHY AND CULTURE,<0.1,<0.1
UNIVERSITAS-REVISTA DE CIENCIAS SOCIALES Y HUMANAS,0.8,0.6
UNIVERSITY OF BOLOGNA LAW REVIEW,0.3,N/A
UNIVERSITY OF CHICAGO LAW REVIEW,1.9,2.5
UNIVERSITY OF CINCINNATI LAW REVIEW,0.2,0.2
UNIVERSITY OF ILLINOIS LAW REVIEW,1,1
UNIVERSITY OF NEW SOUTH WALES LAW JOURNAL,1.2,1.3
UNIVERSITY OF PENNSYLVANIA JOURNAL OF INTERNATIONAL LAW,0.6,0.6
UNIVERSITY OF PITTSBURGH LAW REVIEW,0.2,0.2
UNIVERSITY OF TORONTO JOURNAL OF UNDERGRADUATE LIFE SCIENCES,0.2,0.2
UNIVERSITY OF TORONTO LAW JOURNAL,0.7,0.9
UNIVERSITY OF TORONTO MEDICAL JOURNAL,0.9,0.7
UNIVERSITY OF TORONTO QUARTERLY,1,0.4
UNIVERSITY OF WESTERN AUSTRALIA LAW REVIEW,0.4,0.3
UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES B-CHEMISTRY AND MATERIALS SCIENCE,0.3,0.4
UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN SERIES C-ELECTRICAL ENGINEERING AND COMPUTER SCIENCE,0.2,0.2
UNIVERSITY POLITEHNICA OF BUCHAREST SCIENTIFIC BULLETIN-SERIES A-APPLIED MATHEMATICS AND PHYSICS,0.7,0.7
UNIVERSUM-REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES,0.3,0.3
UNMANNED SYSTEMS,3,3.3
UNTERRICHTSPRAXIS-TEACHING GERMAN,0.6,0.5
UPDATES IN SURGERY,2.4,2.5
UPRAVLENETS-THE MANAGER,0.5,0.4
UPSALA JOURNAL OF MEDICAL SCIENCES,1.5,2.9
UPSTREAM OIL AND GAS TECHNOLOGY,2.6,2.6
URBAN AFFAIRS REVIEW,2.4,2.7
URBAN CLIMATE,6,6.3
URBAN DESIGN INTERNATIONAL,1.8,2.4
URBAN ECOSYSTEMS,2.5,3.3
URBAN EDUCATION,1.7,2.8
URBAN FORESTRY and URBAN GREENING,6,6.4
URBAN FORUM,1.2,N/A
URBAN GEOGRAPHY,2.9,4.1
URBAN HISTORY,0.4,0.7
URBAN HISTORY REVIEW-REVUE D HISTOIRE URBAINE,0.5,0.4
URBAN MORPHOLOGY,0.9,1.1
URBAN PLANNING,1.7,2
URBAN POLICY AND RESEARCH,1.6,2
URBAN RAIL TRANSIT,1.7,1.8
URBAN RESEARCH and PRACTICE,1.8,2
URBAN SCIENCE,2.1,2.4
URBAN STUDIES,4.2,5.1
URBAN WATER JOURNAL,1.6,2.6
URBANI IZZIV-URBAN CHALLENGE,0.6,0.9
URBANITIES-JOURNAL OF URBAN ETHNOGRAPHY,0.2,0.3
URBANO,0.8,0.8
URBE-REVISTA BRASILEIRA DE GESTAO URBANA,0.3,0.3
URDIMENTO-REVISTA DE ESTUDOS EM ARTES CENICAS,0.1,0.1
UROGYNECOLOGY,0.8,0.8
UROLITHIASIS,2,2.8
UROLOGIA INTERNATIONALIS,1.5,1.5
UROLOGIA JOURNAL,0.8,1
UROLOGIC CLINICS OF NORTH AMERICA,2.4,2.4
UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,2.4,2.5
UROLOGICAL SCIENCE,0.8,0.6
UROLOGIE,0.5,0.5
UROLOGY,2.1,2.2
UROLOGY ANNALS,0.7,0.9
UROLOGY CASE REPORTS,0.5,0.5
UROLOGY JOURNAL,1.5,1.3
UROLOGY PRACTICE,0.8,0.7
UROONKOLOJI BULTENI-BULLETIN OF UROONCOLOGY,0.1,0.1
URSUS,0.6,0.8
URVIO-REVISTA LATINOAMERICANA DE ESTUDIOS DE SEGURIDAD,0.3,0.4
US CATHOLIC HISTORIAN,0.2,0.2
US PHARMACIST,0.3,0.4
USER MODELING AND USER-ADAPTED INTERACTION,3,4.3
USPEKHI FIZIKI METALLOV-PROGRESS IN PHYSICS OF METALS,1.5,1.2
UTILITAS,1.2,0.9
UTILITIES POLICY,3.8,3.4
UTOPIAN STUDIES,0.4,0.3
UTRECHT JOURNAL OF INTERNATIONAL AND EUROPEAN LAW,0.3,0.4
VACCINE,4.5,3.7
VACCINE: X,2.7,2.6
VACCINES,5.2,4.9
VACUUM,3.8,3.5
VADOSE ZONE JOURNAL,2.5,3.3
VAKUUM IN FORSCHUNG UND PRAXIS,0.4,0.2
VALENCIANA,<0.1,0.1
VALUE IN HEALTH,4.9,5.6
VALUE IN HEALTH REGIONAL ISSUES,1.4,N/A
VANDERBILT LAW REVIEW,2.4,2.1
VASA-EUROPEAN JOURNAL OF VASCULAR MEDICINE,2.1,1.8
VASCULAR,1,1.1
VASCULAR AND ENDOVASCULAR SURGERY,0.7,0.9
VASCULAR HEALTH AND RISK MANAGEMENT,2.6,3.3
VASCULAR MEDICINE,3,3.7
VASCULAR PHARMACOLOGY,3.5,4.1
VASCULAR SPECIALIST INTERNATIONAL,0.8,N/A
VAVILOVSKII ZHURNAL GENETIKI I SELEKTSII,0.9,0.7
VECTOR-BORNE AND ZOONOTIC DISEASES,1.8,2.6
VEGETATION HISTORY AND ARCHAEOBOTANY,2.1,2.6
VEGUETA-ANUARIO DE LA FACULTAD DE GEOGRAFIA E HISTORIA,0.2,0.3
VEHICLE SYSTEM DYNAMICS,3.5,4.2
VEHICLES,2.4,2.2
VEHICULAR COMMUNICATIONS,5.8,6.4
VELEIA,0.3,0.3
VENTURE CAPITAL,2.8,3.9
VERBA-ANUARIO GALEGO DE FILOLOXIA,0.2,0.2
VERBO DE MINAS,<0.1,<0.1
VERBUM,0.1,0.1
VEREDAS DO DIREITO,0.4,0.3
VEREDAS-REVISTA DA ASSOCIACAO INTERNACIONAL DE LUSITANISTAS,0.1,<0.1
VERHALTENSTHERAPIE,0.7,0.8
VERIFICHE,0.1,0.1
VERNACULAR ARCHITECTURE,<0.1,N/A
VERSUS-QUADERNI DI STUDI SEMIOTICI,0.2,0.3
VERTEBRATE ZOOLOGY,2.4,1.9
VESTNIK DREVNEI ISTORII-JOURNAL OF ANCIENT HISTORY,0.2,0.1
VESTNIK MEZHDUNARODNYKH ORGANIZATSII-INTERNATIONAL ORGANISATIONS RESEARCH JOURNAL,0.4,0.4
VESTNIK MOSKOVSKOGO UNIVERSITETA. SERIYA 10. ZHURNALISTIKA,0.4,0.3
VESTNIK OF SAINT PETERSBURG UNIVERSITY EARTH SCIENCES,0.2,0.3
